,Lyrics,Title,Year,Genre
3178,I´ll always remember When you were lost in the rain I knew that moment  my whole life had changed  You told me to save you From all the pain in your heart I knew that moment  we will never part  I can give you everything you need If you only say you´ll stay with me  All my love  is what I want to give you Everyday  everyday I love you I´ll be there  to lift you just a little higher Fill your spirit with desire  all my love Is what I want to give you Everyday  everyday I love you I´ll be there to take you just a little higher until you buring with desire  all my love  It´s never ending That flame that grows inside We´re starting something  when our hearts collide  I can give you everything you want If you only say you´ll be the one  All my love  is what I want to give you Everyday  everyday I love you I´ll be there  to lift you just a little higher Fill your spirit with desire  all my love Is what I want to give you Everyday  everyday I love you I´ll be there to take you just a little higher until you buring with desire  all my love  I can give you everything you need If you only say you´ll stay with me,All My Love,2001,Hip Hop
3179,"Uh  hit me [Missy] Don't explain  you never change Same old thing  same old game Say ya want to be wit' me But show me my ring Baby  let me think I been in the cold The story untold  about to unfold How do you expect me To ever believe you want be wit' me  [Missy] (Nicole) Why you all in my grill (Why you all in) Can you pay my bills (Can you pay my bills) Let me know if you will (Let me know  know) 'cause a chick gotta live (A chick like me  I got to live)  [Missy] Talk is talk  and talk is cheap Tell it to her  don't say it to me 'cause I know I'm in control See Trix are for kids  and boo I'm too old Go 'head  with your games Don't ever come back to me again Where you go  remember me I'm the best thing in history  [Missy] (Nicole) Why you all in my grill (Why  why  why) Can you pay my bills (Can you pay my bills) Let me know if you will (Let me know boy  boy) 'cause a chick gotta live (A chick got to live  ooh yeah)  [Missy] (Nicole) Third time (Third time) I moved you in  took you back In my life (I was a fool) I don't know what's wrong with me Third time (Third time) I moved you in  took you back in my life (oh yeah  yeah)  [Missy] (Nicole) Why you all in my grill (All in my grill) Can you pay my bills (Can you pay my bills  yeah) Let me know if you will (Let me know if you will) 'cause a chick gotta live (oh  yeah)  Why you all in my grill  Can you pay my bills (Ooh  pay my bills) Let me know if you will (Let me know  let me know baby  baby) 'cause a chick gotta live (A chick like me  I got to live)  [Missy] If you want me  where's my dough? Give me money  buy me clothes No need for talking  have my dough Where's my money? Where's my clothes?  If you want me  where's my dough? Give me money  buy me clothes No need for talking  have my dough?  Where's my money? Where's my clothes?  [Big Boi] Aight  uh Why you all in my grill? I'm thinkin' it's time to chill Yeah  but you on a drill  though I couldn't even step out the baby blue Bonneville 'cause you be tryin' to kill my hoe  my girlfriend And people around me is tellin' me that you's a stalker Like Darth Vader takes a Skywalker I told you I was the street talker It ain't my fault you dirty your Victoria's Secret's And your Frederick's You wanted the Waldorf Astoria But instead I took you to Cedrick's  to entertain you To give you to the ""G""  and never claim you Me and Missy  we get it straight pissin' Oh yeah  we puffin' on one of them thangs too You blamin' who? You namin' who? I know you ain't bringin' that lame crew Big Boi  they the phat sacks She pretty D  all they same  boo But I'm backed by the Dungeon Family So you can go 'head wit' all that stabbin' me 'cause I will jab thee  and slam thee And Bobby Boochet yo' ass  G  Yeah  yeah",All N My Grill,1999,Hip Hop
3180,"Uh  hit me  [Missy] Don't explain  you never change Same old thing  same old game Say ya want to be wit' me But show me my ring Baby  let me think I been in the cold The story untold  about to unfold How do you expect me To ever believe you want be wit' me  [Missy (Nicole)] Why you all in my grill (Why you all in) Can you pay my bills (Can you pay my bills) Let me know if you will (Let me know  know) cause a chick gotta live (A chick like me  I got to live)  [Missy] Talk is talk  and talk is cheap Tell it to her  don't say it to me cause I know I'm in control See Trix are for kids  and boo I'm too old Go 'head  with your games Don't ever come back to me again Where you go  remember me I'm the best thing in history  [Missy (Nicole)] Why you all in my grill (Why  why  why) Can you pay my bills (Can you pay my bills) Let me know if you will (Let me know boy  boy) cause a chick gotta live (A chick got to live  ooh yeah)  [Missy (Nicole)] Third time (Third time) I moved you in  took you back In my life (I was a fool) I don't know what's wrong with me Third time (Third time) I moved you in  took you back in my life (oh yeah  yeah)  [Missy (Nicole)] Why you all in my grill (All in my grill) Can you pay my bills (Can you pay my bills  yeah) Let me know if you will (Let me know if you will) cause a chick gotta live (oh  yeah)  Why you all in my grill Can you pay my bills (Ooh  pay my bills) Let me know if you will (Let me know  let me know baby  baby) cause a chick gotta live (A chick like me  I got to live)  [Missy] If you want me  where's my dough? Give me money  buy me clothes No need for talking  have my dough Where's my money? Where's my clothes?  If you want me  where's my dough? Give me money  buy me clothes No need for talking  have my dough? Where's my money? Where's my clothes?  [Big Boi] Aight  uh Why you all in my grill? I'm thinkin' it's time to chill Yeah  but you on a drill  though I couldn't even step out the baby blue Bonneville cause you be tryin' to kill my hoe  my girlfriend And people around me is tellin' me that you's a stalker Like Darth Vader takes a Skywalker I told you I was the street talker It ain't my fault you dirty your Victoria's Secret's And your Frederick's You wanted the Waldorf Astoria But instead I took you to Cedrick's  to entertain you To give you to the ""G""  and never claim you Me and Missy  we get it straight pissin' Oh yeah  we puffin' on one of them thangs too You blamin' who? You namin' who? I know you ain't bringin' that lame crew Big Boi  they the phat sacks She pretty D  all they same  boo But I'm backed by the Dungeon Family So you can go 'head wit' all that stabbin' me cause I will jab thee  and slam thee And Bobby Boochet yo' ass  G Yeah  yeah",All N My Grill,1999,Hip Hop
3181,"Welcome to Tha Alkaholik function  yeah  Yes to party down  We came to party  we came to party  we came to party  Yes to party down  We came to party  we came to party  we came to party   Aiyyo  step in my area  and I'ma bury ya  Tha Likwit crew is blowin so the more the girl the merrier  So bring your sexy body to the front and make some noise  While these beats wind the Likwit homies up like Freakazoids  Plus my style as hot as sex on a platta  That's why your dame was open once I threw these lyrics at her  Say what? The rhyme data ???  Smokin wack MC's so bad I'm at the ground evacuatin  So hit the exits  while I'm rhyme flexin on some next ish  That come across in different shapes and forms like playin Tetris  So from the West it's (who?) I thought you knew  Cool ass CaTashTrophe  from the crew with all the moves  So pop the tops off  while I pop beats that knock your blocks off  TASH  got the style that house any beanie bopper  So check the time of clock while I rock the land  ""Hey ladies!"" tell em whose in this jam   (It's Tha Liks baby)  (It's Tha Liks baby)   Here to wet your top  So all the ladies gather round  it's time to party down  That's right (That's right) that's right  Number one repeat  We got the Henn Rock flowin all night  Number two repeat  We gotta keep the party blowin all night  Number three repeat  Tha Likwit up in ya all night  Number four repeat  DJ spin the record all night  Number five repeat We'll have sex on the beach all night  Number six repeat  It's Tha Liks baby baby all night   Yo  it goes down like one two three  It's Tha Alkaholiks in the place to be  Whether you from France  Japan or Italy  An R&B fan  or a dope MC  Some ol' jazz cat that won a Grammy  A wide receiver  from Miami  A soccer goalie or a maitre'd  A Playboy Bunny  even if you can't see  I don't give a damn if you security  Or you got a degree  at USC  My uncle  my cousin  or my auntie  You could be one-time it don't matter to me  Cause when you bring your ass to a Likwit show  You gonna get wet if you in the front row  Row  row  Ro  Ro Now on with the show   (It's Tha Liks baby)  (It's Tha Liks baby)   One two  one two  I got a tape in my ride  made by Homicide  Ralph M and DJ Pen make the wheels spin  Let's make some noise for the Baka Boyz  DJ Dee and Hen Gee in the place to be  Joe Cooley and Mark and Evil E  Master see  Sam Jam  and ?  Assada got bam slam with DJ Jam  Let loose the 4th Alkaholik puts the wheels to use uhh  D-Pimp  Mad Lib  my nigga Juice  And DJ Pooh  I like the beats you produce  You know how we do  with DJ Kiilu  Makin girls shake they asses  Inf's got all the passes  I'm playin John Madden  with DJ Alladin  Had my girl under the cover  went with Egyptian Lover  I'm on the radio  microphone mic-a-don  All my yapes I would pay for a mix tape I'd trade  DJ Mark Love makes the party push and shove  I float over a beat made by Chris the Glove  The Beat Junkies  Nu-Mark and Cut Chemist  My homey ? leave ya mouth open like a dentist  Bobcat  DJ Smooth and Battlecat  The Sway and King Tech Wake Up Show is fat  General Lee gets busy but remember this  Scotty D  Keith Coolie  and Cold Krush Chris   (It's Tha Liks baby)  (It's Tha Liks baby)    Yo this goes out to all the DJ's  in the L to the A  E-Swift on the track  yeah  Rob One in the house  check it out  Rob Love in the house  uhh  Tairrie T in the house  yeah  Fat Box in the house  uhh  My homey Tank in the house  yeah  DJ Muggs in the house  yo  DJ Bones in the house  Old School Romeo in the house  yeah  Ali Wide in the house  uhh  In the house  yeah  Coolio G  Total G  can't forget DJ Yella  Mixmaster Spade  DJ Lethal  DJ ?  hah  Rest in peace to DJ Trane and Magic Mike  All night  all night  all night  yeah",All Night,1997,Hip Hop
3182,Six AM  Las Vegas In a suite  yeah  I got bitches on the way  Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy  so she f*cking all night All night  yeah  she f*cking all night Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy so she f*cking all night All night  yeah  she f*cking all night  I like to mix it all up 'Cause nigga  I don't give a f*ck I be so dosed  smoking that dope  ain't no telling what's in my cup You ain't putting nothing on nothing  my nigga  so you should just shut the f*ck up You ain't been rolling nothing  I'm trying to stuff seven grams up in my blunt My Backwood like a back  gotta roll it off a flat She started off on her knees  she gonna end up on her back She mixing the Xan with the Purp' Noddin' off  look like she breaking her neck I gotta treat that ass like a lateral  she steady throwing it back Mixing the Kush with the Purp'  that's how you smoke when you rich I drop a bean in the lean  that's how you get high as shit Mixing the dark with the white and bubbly  we gon' just call it a twist I'ma just pass that lil' bitch to my bro  we gonna call that an assist  Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy  so she f*cking all night All night  yeah  she f*cking all night Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy so she f*cking all night All night  yeah  she f*cking all night  (You know Khalifa man don't sleep) I like to party all night F*ck a bitch  black or she white Older bitch might be from Canada Give me her cheese like a manager Her nigga a lame  he can't handle her She gave me brain on the camera Smoke weed but got stamina Gin turn me into an animal Don't Snapchat me that pussy  I want it for real She claim that she ain't f*cking  but she know the deal Got bars like a jail Got pounds on a scale F*ck a broad and don't tell She only get Taco Bell Niggas buying they own coffin  they just need the nail I turn on the TV and watch the KK sail Wake up in the morning and roll me some joints  put them all in the air Just pour me up some drinks I'm about to  Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy  so she f*cking all night All night  yeah  she f*cking all night Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy so she f*cking all night All night  yeah  she f*cking all night  You got that Xan' and lean  she gon' f*ck you on sight When she wake up from her  I'ma give her all pipe And that pussy ain't that good  that shit was just alright Had to call my homie and tell him that it just all hype And that bitches gave me dome and it took all night And that sloppy ain't toppy  she didn't hold the balls right She just wanna do drugs and smoke my weed up all night So I kicked that bitch out and told her  bust a hard right See  she a cutie with a booty but she don't know what she doin' So I had to stop her  tell that bitch to keep it movin' Money right in front of her  but she don't know what she viewin' Put a milli' in her mouth but she don't know what she chewin'  Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy  so she f*cking all night All night  yeah  she f*cking all night Mix the weed with the drank and let's have a good night Mix the Xan' with Codeine and she about to take flight And she on ecstasy so she f*cking all night All night  yeah  she f*cking all night,All Night,2016,Hip Hop
3183,[Chorus] All night everyday You can have it your way baby All night everyday I can give you whatchu need All night everyday Beats keep bumpin' 'round my way All night everyday Body needs my super cream  Get me paid  get sprayed  hang wit' homies that's made Come through ya town  put it down like a parade See I come from Detroit and it's all about Dylan When I Black Jack five dollas stacked to the ceiling  In my V12 'Boomin' Words' straight from Hell Blaze green all day  tell me what do ya smell Bump the beat up in city heat  double-oh-7 East side I ride  AK-47  You can get a lap dance for less than 20 dollas Playas in my city known for poppin' they collas The styles that you runnin' 'round wit' is ours You and them 'Shady' suckas is nothin' but cowards  Bang ya brains in the dirt  make ya go bezerk If you rap wit' Emily  your ass gon' get murk I'm the E to the S to the H-A-M If I wasn't then why would I say I am  Pull a jack  sell a sack ''cause the babies need similac You remember that rollin' in a Cadillac You want to' battle rap  I swing the battle axe Chop ya head off until Hailey go tattle that (da-da)  [Chorus]  All night everyday you can have it ya way I gotta clock my pay from Detroit to LA Ok  it's Heather Hunter not the 'Number 1 Stunna' In the Collady Fair  fast as the Road Runna  The bitches they speak about  the freak of the week no doubt Ya man was late for dinner ''cause he was eatin' me out I get it on like that ''cause I was born like that Ya man jacked off to my porn in fact  'Cause it's too hard to mack me I be 'Cummin' on America' 'Action and Jack me'  Cream on  Heather Hunter  twice as nice Screw the right thing and watch the ice bling  So tell me how you want it  push or pull 2Pac was ridin' me on a mechanical bull It's all I think about  when I be puffin' on a blunt Plus I give head like a Shaolin Monk  [Chorus]  I used to pick up a pan  My friend keep a CD in the van People to win you can NATAS back now  suckas don't slack now  No time to act now  me on the East Side Rollin' the E ride  girls can come slide Into the dark room  emotional heart room Bass can bang-boom  X and mushrooms  Hotels paid for  freakin' in all the rooms Girls  booties get live tonight  spread the lap dance Why'all get high tonight  ladies in love On my jock  and cry tonight  suckas say 'Why tonight'  Pick up the hotline  baby  you think ya fine I'll putcha first if ya want to be the girl of mine Wine and dine  puffin' chronic  crime Move ya curse  grab ya purse  Me and E shootin' fireworks Ba-ba-ba-ba-ba-fireworks  [Chorus],All Night Everyday,2001,Hip Hop
3184,NONE,NONE,NONE,Hip Hop
3185,All night long All night long All night long,All Night Long,1992,Hip Hop
3186,NONE,NONE,NONE,Hip Hop
3187,NONE,NONE,NONE,Hip Hop
3188,I'm back! The god remains  still at the end  They sabotage the game  still I'm a win  Rakim Allah's the name  and with a pen  No one can dodge the rain  kill 'em again  In a club or the streets I swerve  cool in the cut  Looking to see what occurs  crusin' the truck  Shorty got deadly curves  soothin' her up  If I must explain with words  I smooth as a f*ck!  The world's most greatest  hip-hop's elite  You obsolete  you cannot compete  drop the beat  Keep ya ear to the ground when I rock the street  Cock the heat  we deep  papi got to eat  So cut on the mic and spit  I much rougher  Plenty of ice and a whip  plus a crusher  Because I don't like to stick  or bust a brother  Long as they never forget I'm a ill mother f*cker     So if you love to get your party on  And you feel that your game is strong  And you get mad when the broads is gone  You like it all-night-long  And when they love it when the place is warm  And they go out for their favorite song  They hate when the player game is wrong  They like it all-night-long     My caliber's out rated  Yeah  player  so why hate it? My rhyme through  out of control when I say it  Spit back with a rap or gat  can I spray it How can I say it? I leave it dehydrated  I take aim  and he keep the place flamin'  Till the place cave in  hey yo  this ain't a safe haven     The best is yet to come  so they stay in  They keep the music loud  the lights is low  The kid with a different style  I like to flow  It's time to move the crowd  tonight's the show  See what it's all about  they like to go  Get Henny and Mo and Cris  the clothes  the platinum  gold  the wrist  Plenty of dough  and chicks who pose for flicks  Women who love roll their hips when I'm holding this     My mic's equipped with a microchip  with a million megs  Bite this I might flip  spread a billion plagues  Put medicine in it before I kill ya dead  You can get away if you can fill your legs  Could you walk? No  at least you thought though  Auto fours blow a hole in your torso  Damage his brain with more flow until he talk slow  Try to say something now? I thought so!  I leave emcee's bleeding while I'm fleeing across sea  and  Start breeding  double my Swiss cheese in Sweden  Free on the weekend  come back see if he breathing  They breathing  somebody left his brains beat in  A deadly attack is rare  style will be raw  Be ready to rap  you'll hear  as wild as before  If I bust a gat in the air  watch the galaxy fall  And the world will be splat on the floor  that'll be all,All Night Long,1999,Hip Hop
3189,NONE,NONE,NONE,Hip Hop
3190,[Nelly]  Look Shit just ain't the same When you slide through (Whoa) I get distracted every time you in my view (Yeah) Plus I hear you kinda single right now boo (True) And I got a perfect spot for a tattoo (Oh) I get ya name more than once if I have to (Yeah) Me and you up at a classic then buy you Cause I got a few places you can fly to Bring ya partners cause you know I'm bringin' my crew (Yeah)  [Brian McKnight] Girl don't you walk on by We're not leavin' one more time Shorty's got her back to me Show me what you got for me Watch you move from side to side Lick your lips then close your eyes Like something from a fantasy Good for you and good for me girl  So we can talk about the things you want (Talk about the things want) Or we can talk about the things you like Girl I don't just talk to hear my lines you've heard it all a thousand times girl And we can talk about taking it slow (Takin' it slow) And we can talk about taking our time  Girl how can I get you in my ride Who's gonna take you home tonight  Baby let me love you (Baby let me love you) All night long (All night long) All night long (All night long) Baby let me please you (Let me please you  yeah) All night long (All night long) All night long (Mmm hmmm)  We can take a ride in my ride We can get it on outside Hit it of like 1-2-3 The moon and stars is all we need Then we can take it back to my crib We don't have to say that we did No one knows that we just met What you see is what you get  So we can talk about the things you want (Talk about the things want) Or we can talk about the things you like Girl I don't just talk to hear my lines you've heard it all a thousand times girl And we can talk about taking it slow (Takin' it slow) And we can talk about taking our time  Girl how can I get you in my ride Who's gonna take you home tonight  Baby let me love you (Baby let me love you) All night long (All night long) All night long (All night long  yeah yeah) Baby let me please you (Let me please you) All night long (All night long) All night long   Oh baby whenever you say We can be out I'm not in a hurry Ma But we can go now There's so many ways We can get down I'm gonna give all the lovin' to ya Oh girl  [Nelly] I want to be your stability Physically finance and mentally If willing I'll be fulfilling anything you reveal to me Like ya fantasies Ya dreams Peaches and cream You name it You pick I lick That's the thing Time don't mean a damn thing in this case So unplug the clocks And close the drapes I got it all planned out Me and you goin'  Until we both scream ouch We both pass out  So we can talk about the things you want (Talk about the things want) Or we can talk about the things you like Girl I don't just talk to hear my lines you've heard it all a thousand times girl And we can talk about taking it slow (Takin' it slow) And we can talk about taking our time  Girl how can I get you in my ride Who's gonna take you home tonight  Baby let me love you (Baby let me love you) All night long (All night long) All night long (All night long  yeah yeah) Baby let me please you (Let me please you) All night long (All night long) All night long   Baby let me love you (We can be out) All night long (Hurry Ma  but we can go now) All night long  Baby let me please you (We can get down) All night long  All night long,All Night Long,2003,Hip Hop
3191,[Barry White] Let's.. get busy.. Daddy Kane [Big Daddy Kane] You know B.W. I've heard it said That a woman is a man's greatest gift [Barry White] Sure you're right [Big Daddy Kane] And success ain't nothin unless you have someone to share it with [Barry White] Mmmmm  so true  so true I've always felt that.. it's great to achieve in life Not having someone other than yourself to share it with it is  uhh.. [Big Daddy Kane] Sho' YOU'RE right [Barry White] .. quite sad [Big Daddy Kane] In my case  I may have found someone (mmm) I want  all  of that someone [Barry White] Yeah  I know what you mean Well I'll tell you my friend Just  communicate with her And always say what you mean and mean what you say Because  it's her that you want.. all of me Aoww .. [Big Daddy Kane] Come here baby Come bring ALL of you to me When I say I want all of you I mean I want all of you from your head to your feet (mmm) I want to taste everything from your lipstick to your toenail polish [Barry White] See'mere Kane brother [Big Daddy Kane] I want you.. I want you.. I want to hold you  I want to massage you I want to comfort you  I want to sooth.. you (mm!) You know the way you're standin still there I just want to lay on the floor and make love to your shadow (A-heh) Sounds silly don't it? [Barry White] Not really [Big Daddy Kane] But for real  let me come on over there Run my fingers through your hair Hold your Nair  and undo that brassiere My dear [Barry White] Daddy Kane [Big Daddy Kane] Because tonight girl  all of me wants  all of you Ohhhhhhh 	Meeeeeeee  all of meeeeeeee 	Wants allllllllll of youuuuuuuuuu 	Let's start tonight  I know you're right 	Over and over and over 	Let's do it now  you show me how 	Over and over and over again [Barry White] Oh I can tell you're serious aren't you? I'm glad to see that you feelin  this way That there's somebody in this world that.. Make you want to give up that kind of commitment Love is such a beautiful thing when it's  equally shared [Big Daddy Kane] Tell em Maestro [Barry White] When two people  find the same common ground They call it  having  so much in common Making love is one of things that people  these days Seem to find too common [Big Daddy Kane] Communicate B.W. [Barry White] Sho' you right So I want you to know  that I really feel That you gonna make it all the way with this young lady You got my love  my respect You're bad.. young man  you're bad 	Meeeeeeee  all of meeeeeeee [Kane] Ooh baby  mmm 	Wants allllllllll of youuuuuuuuuu [Kane] All of you 	Let's start tonight  I know you're right [Kane] Oh  yeahhhh 	Over and over and over 	Let's do it now  you show me how [Kane] Can we do this? 	Over and over and over again [Kane] And over and over and over and over 	Meeeeeeee  all of meeeeeeee [Kane] Yes love  all  of me 	Wants allllllllll of youuuuuuuuuu [Kane] I want you 	Let's start tonight  I know you're right [Kane] Mmmmm  sho' you right 	Over and over and over 	I want it now  come show me how [Kane] Come show me 	Over and over and over again 	Meeeeeeee  all of meeeeeeee 	Wants allllllllll of youuuuuuuuuu [Kane] I want you from head to toe 	Let's start tonight  I know you're right 	Over and over and over,All of Me,1992,Hip Hop
3192,NONE,NONE,NONE,Hip Hop
3193,NONE,NONE,NONE,Hip Hop
3194,All of the lights (all of the lights) (Lights  lights) all of the lights  Turn up the lights in here baby Extra bright  I want y'all to see this Turn up the lights in here  baby You know what I need Want you to see everything Want you to see all of the lights  Fast cars  shooting stars (All of the lights  all of the lights) Until it's Vegas everywhere we are (All of the lights)  If you want it you can get it for the rest of your life If you want it you can get it for the rest of your life  Something wrong I hold my head M.J. gone  our nigga dead! I slapped my girl  she called the feds I did that time and spent that bread I'm heading home  I'm almost there I'm on my way  headed up the stairs To my surprise  a nigga replacing me I had to take 'em to that ghetto university (all of the lights)  Cop lights  flash lights  spot lights Strobe lights  street lights (All of the lights  all of the lights) Fast life  drug life Thug life  rock life Every night (all of the lights)  Turn up the lights in here  baby Extra bright  I want y'all to see this Turn up the lights in here  baby You know what I need  want you to see everything Want you to see all of the lights  Restraining order Can't see my daughter Her mother  brother  Grandmother hate me in that order Public visitation We met at Borders Told her she take me back I'll be more supportive I made mistakes I bump my head Courts suck me dry I spent that bread She need a daddy Baby please  Can't let her grow up in that ghetto university (all of the lights)  Cop lights  flash lights  spot lights Strobe lights  street lights (All of the lights  all of the lights) Fast life  drug life Thug life  rock life Every night (all of the lights)  Turn up the lights in here  baby Extra bright  I want y'all to see this Turn up the lights in here  baby You know what I need  want you to see everything Want you to see all of the lights  Getting mine  baby Gotta let these niggas know  yeah Get it right  eh You should go and get your own  Getting mine  baby Gotta let these niggas know  yeah Get it right  eh You should go and get your own  Unemployment line  credit card declined Did I not mention I was about to lose my mind? (my mind  my mind  my mind) And also was about to do that line (line  line  line) Okay  okay  you know we going all the way this time (time) We going all the way this time (time) We going all the way this time We going all the way this time We going all the way this time  Turn up the lights in here  baby Extra bright  I want y'all to see this Turn up the lights in here  baby You know what I need  want you to see everything Want you to see all of the lights  Whoa  whoa  oh I tried to tell you but all I could say is oh  Whoa  whoa  oh I tried to tell you but all I could say is oh  Whoa  whoa  oh I tried to tell you but all I could say is oh  Whoa  whoa  oh I tried to tell you but all I could say,All of the Lights,2010,Hip Hop
3195,"Fa sho
I got my gat
So you know what that means

It's a bust back thang  I ain't goin' out like a hoe
When you comin' to get me I got the four four
When you come to down me playa please don't miss
'cause that don't do nothin' but get my trigga finga pissed
If I live I live  if I die it's cool
'cause I know for sure when I was here that I was a fool
If you gone drill me come on and drill me
It's all good 'cause I got some people to see
While I'm here I'm gettin' full all the time gettin' blunted
My company on the move we bought the benz 500
A.K.'s and glocks  in the back the Lexus jeeps
Havin' big baller parties every other week
This is the clique nigga 2-2-6
Black Connection nigga again the code is 2-2-6
Droppin' dope hits  takin' a nigga bitch
While you're on that flight  I'm bustin' nuts in your wife
All assault rifles  the weapons that's on my team
S.K's  A.K's  M-1's and car beams
Fulfillin' dreams  goin' to the top nigga
Don't playa hate 'cause we'll still hit'cha block nigga
Baby Gangsta ain't nothin' nice
A young nigga trigga happy that'll put it in your life
I ain't right  represent Uptown to the fullest
Finger on the trigga and I'm ready to pull it

Chorus:
Got my finger on the trigga  what'cha gone do?
What'cha gone do? Nigga that's All On you
Got my finger on the trigga  what'cha gone do?
What'cha gone do? Nigga that's All On you
Got my finger on the trigga  what'cha gone do?
Uptown on the way  Bitch so let us through
Got my finger on the trigga  what'cha gone do?
Downtown get out the way 'cause that's All On you

You could  take it how you wanna  bring it how you feel
My niggas is conscienceless and we kill or be killed
F*ck doin' drive-bys man we do a pull up
The nigga on the passenger side automatically die
From several gunshot wounds to the head
On the scene he dead Chopper City niggas fled
Won't you listen to Ziggy get your car doors bullet proof
It's rainin' choppers so get a bullet proof roof too
You got yay? I don't know it nigga
Nine-six you gettin' nabbed so you best not show it nigga
'cause that's when you blow it nigga
Your door get kicked in  we want your yay
High powered AK  false move and your face no trace
Beat the case  go to the weight
Make sure it ain't a fake
I want your nameplate  cash  and your Versace shoes
If you stingy gettin' plucked nigga that's All On you

Chorus

Street shit is what I'm into
You got it I'm comin' to get you
Don't hesitate nigga or the B.G. gone have to split you
I'm down for whatever I'm a ass with that chopper
If you playin' with me then them fifty shots gone stop ya
No bullshittin' nigga my dream is to make a mil
Paper chasin' ain't no fakin' playa haters get killed
Young trill Baby Gangsta into pimpin' them hoes
But before I trick the hoes my money goes to my nose
And fat opthimals  T-shirts and Girbauds
Solja Reeboks straight stickin' to the G-code
Uptown is the home of the car-jackers
Robbers  gangsta rappers  headsplitters and kidnappers
Better than seed  is the way I shop for that D
Not the 17th  the real niggas in that 3
Play wit em  hard head niggas they split em
Raw dope they sell it  I get it I can tell it
How it go  back up or get banged nigga
Street smarts the game nigga
Gotta let em hang nigga
Pussy nigga got beef wit the night creepers
Me  brotha and Diesel ridin' with them street sweepers
Old nigga wanna slang  without a clique?
He don't wanna share  so we gone ride on that bitch
We bout to turn your block to a war zone
I'm warning you to bring the little kids in they home
'cause when we spin the bin bullets just get to spit
I gave you fair warning so if you hit you hit
'cause I ain't slackin' when I do what I gotta do
Stop bein' nosey Bitch  but that's All On you

Chorus (2x)
",All on You,1999,Hip Hop
3196,"Yeah [x4]

(P. Diddy)
This Bad Boy baby
N.E.  2004
Bad Boy now

The name's DeVoe
A.K.A. Blake  oh
Make young lady's rump shake
I bake Donald Trump cake
Real estate investin'
Restin' the sands in Destin'
Yes in my..(Cubano)
Have.. (Mexicano)
Young fly.. (Milado)
Move so.. (Milady)
Up and down like she gots.. (hydrolics)
Side to side  her body's.. (hypnotic)
Noooo
You can't the one and only
I only want you to have fun with the homies
Homies  we take them up out the arena
Back and forth like Venus and Sirena
Seen her?.. (have you seen her?)
Ya know my M.O.
Are dot DiVoe  everything's a go  oh
Wait  before I lose that number
Somebody in the crew might want to talk to her

Ayo
I see you starin' in my face
You look real sexual
I like the way you move
Girl ya makin' me want to
If you like  we can change the scene
And go somewhere with me
Ya body's callin' me
You already know what I wanna do

40 rich  40 chicks in the mix
How freaky can shorty get
Domino effect  one by one  they all go down
I'll be done by the sun... up
I got stamina
If I can't then my man can handle her
We don't hide'em  we just divide'em
You need? we got'em
Here we'll provide'em
I don't love'er  never handcuff'er
Only if she like that  then I get rough with'er
'cause I can do it anyway you like
Only catch is you can't stay the night
Wake up  fix your hair and your make-up
We make a good couple but now we gotta break-up
B.I.V.I.N. rep N.E. Bad Boy now
This sound is B.B.D.

The party's in my place
Chicks all in the pool
Ecstacy in the air
As I exit out with you
Tearin' off my shirt
Unbucklin' my belt
Tossin' bottoms up
Now I got you fallin' in love

Alcohol
Half naked women is the life that I'm livin'  my
Head's spinnin'  the clock strikes five
(Yo how many girls can you fit in that ride?)
I don't know  the outfits will help me decide
(Why)
Less is more  and the more the merrier
Hurry up  the next stop  the Marriot
Tear her belly out while smearin' her mascara up
Poof  then its back on the bus
She never knew we checked out 'til they're wakin' her up
Don't blame me  better blame the one raisin' her up
""Look  that's not my daughter on that cam-corder"" (nu-uh)
I'm not daddy  even though she call me that  you know me
I don't call'em back  I'll catch you at the next party we be at
(Ayo Blake  I don't think you would'a wanted that)

[Repeat twice]
You can... call me up if you want love
Whatever you wanna do
Get some friends  jump in the Benz
Tonight is all on you
Girl your body's  got me goin  crazy  outta control
Gotta see you outta them clothes
Tonight is all on you

(P. Diddy)
N.E. ... livin' legends
Bad Boy now
Ya done started somethin'
",All on You,2004,Hip Hop
